FIPS,County,Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered,Active,Admin
46031,Corson,South Dakota,US,,45.70889983,-101.1970473,0,0,,,Admin3
46091,Marshall,South Dakota,US,,45.75870838,-97.59855639,0,0,,,Admin3
46089,McPherson,South Dakota,US,,45.76626028,-99.22118798,0,0,,,Admin3
46021,Campbell,South Dakota,US,,45.77074915,-100.0510181,0,0,,,Admin3
47139,Polk,Tennessee,US,,35.12245443,-84.52075859,0,0,,,Admin3
47115,Marion,Tennessee,US,,35.12997174,-85.62265895,0,0,,,Admin3
47103,Lincoln,Tennessee,US,,35.13738622,-86.58910106,0,0,,,Admin3
47051,Franklin,Tennessee,US,,35.15634626,-86.09201039,0,0,,,Admin3
47011,Bradley,Tennessee,US,,35.15739424,-84.857186,0,0,,,Admin3
47109,McNairy,Tennessee,US,,35.17468549,-88.5647812,0,0,,,Admin3
47065,Hamilton,Tennessee,US,,35.17670231,-85.16652245,1,0,,,Admin3
47157,Shelby,Tennessee,US,,35.1864775,-89.89692423,2,0,,,Admin3
47047,Fayette,Tennessee,US,,35.19615831,-89.41399032,0,0,,,Admin3
47071,Hardin,Tennessee,US,,35.19732531,-88.18593755,0,0,,,Admin3
47055,Giles,Tennessee,US,,35.20222469,-87.03992678,0,0,,,Admin3
47069,Hardeman,Tennessee,US,,35.20772017,-88.99161161,0,0,,,Admin3
47099,Lawrence,Tennessee,US,,35.21675201,-87.39787695,0,0,,,Admin3
47181,Wayne,Tennessee,US,,35.23868267,-87.78644456,0,0,,,Admin3
47127,Moore,Tennessee,US,,35.27724699,-86.36230578,0,0,,,Admin3
47153,Sequatchie,Tennessee,US,,35.36979721,-85.41022136,0,0,,,Admin3
47061,Grundy,Tennessee,US,,35.38433717,-85.72142731,0,0,,,Admin3
47023,Chester,Tennessee,US,,35.42527478,-88.6095842,0,0,,,Admin3
47107,McMinn,Tennessee,US,,35.42812616,-84.61520715,0,0,,,Admin3
47123,Monroe,Tennessee,US,,35.44550387,-84.24902965,0,0,,,Admin3
47117,Marshall,Tennessee,US,,35.45798777,-86.76420988,0,0,,,Admin3
47031,Coffee,Tennessee,US,,35.49090731,-86.07311784,0,0,,,Admin3
47167,Tipton,Tennessee,US,,35.501942,-89.73694895,0,0,,,Admin3
47003,Bedford,Tennessee,US,,35.51123746,-86.45549096,0,0,,,Admin3
47121,Meigs,Tennessee,US,,35.51558739,-84.81482914,0,0,,,Admin3
47101,Lewis,Tennessee,US,,35.52853208,-87.49022694,0,0,,,Admin3
47075,Haywood,Tennessee,US,,35.58332824,-89.28536625,0,0,,,Admin3
47007,Bledsoe,Tennessee,US,,35.59942968,-85.20611967,0,0,,,Admin3
47039,Decatur,Tennessee,US,,35.60048904,-88.11043779,0,0,,,Admin3
47143,Rhea,Tennessee,US,,35.60536161,-84.93076643,0,0,,,Admin3
47113,Madison,Tennessee,US,,35.61181957,-88.84076036,0,0,,,Admin3
47119,Maury,Tennessee,US,,35.6187413,-87.07462444,0,0,,,Admin3
47135,Perry,Tennessee,US,,35.63708728,-87.86139634,0,0,,,Admin3
47077,Henderson,Tennessee,US,,35.65581134,-88.38600175,0,0,,,Admin3
47177,Warren,Tennessee,US,,35.6728299,-85.77969117,0,0,,,Admin3
47009,Blount,Tennessee,US,,35.68938198,-83.92847788,0,0,,,Admin3
47175,Van Buren,Tennessee,US,,35.69864497,-85.45221699,0,0,,,Admin3
47105,Loudon,Tennessee,US,,35.73939663,-84.31145275,0,0,,,Admin3
47097,Lauderdale,Tennessee,US,,35.75893438,-89.6301591,0,0,,,Admin3
47155,Sevier,Tennessee,US,,35.78077323,-83.52244332,0,0,,,Admin3
47081,Hickman,Tennessee,US,,35.80609681,-87.47643507,0,0,,,Admin3
47015,Cannon,Tennessee,US,,35.80990797,-86.05738983,0,0,,,Admin3
47033,Crockett,Tennessee,US,,35.81830662,-89.14916269,0,0,,,Admin3
47149,Rutherford,Tennessee,US,,35.84591405,-86.4107263,1,0,,,Admin3
47145,Roane,Tennessee,US,,35.84923189,-84.52458689,0,0,,,Admin3
47187,Williamson,Tennessee,US,,35.89099229,-86.89281867,10,0,,,Admin3
47029,Cocke,Tennessee,US,,35.9278914,-83.11828725,0,0,,,Admin3
47185,White,Tennessee,US,,35.92929884,-85.45591799,0,0,,,Admin3
47035,Cumberland,Tennessee,US,,35.95271721,-84.99840585,0,0,,,Admin3
47017,Carroll,Tennessee,US,,35.97366108,-88.45189331,0,0,,,Admin3
47041,DeKalb,Tennessee,US,,35.97616272,-85.83689361,0,0,,,Admin3
47053,Gibson,Tennessee,US,,35.99438059,-88.93358327,0,0,,,Admin3
47093,Knox,Tennessee,US,,35.99508821,-83.94635435,1,0,,,Admin3
47085,Humphreys,Tennessee,US,,36.03958805,-87.77992872,0,0,,,Admin3
47089,Jefferson,Tennessee,US,,36.04818632,-83.45148924,1,0,,,Admin3
47045,Dyer,Tennessee,US,,36.05931946,-89.41542855,0,0,,,Admin3
47005,Benton,Tennessee,US,,36.07110411,-88.06849355,0,0,,,Admin3
47171,Unicoi,Tennessee,US,,36.10890856,-82.43709629,0,0,,,Admin3
47001,Anderson,Tennessee,US,,36.12684348,-84.19965764,0,0,,,Admin3
47129,Morgan,Tennessee,US,,36.13248031,-84.64880098,0,0,,,Admin3
47141,Putnam,Tennessee,US,,36.14005459,-85.50646123,0,0,,,Admin3
47043,Dickson,Tennessee,US,,36.14669837,-87.35891709,0,0,,,Admin3
47189,Wilson,Tennessee,US,,36.15496772,-86.29775884,0,0,,,Admin3
47037,Davidson,Tennessee,US,,36.17007426,-86.78646056,14,0,,,Admin3
47059,Greene,Tennessee,US,,36.17470125,-82.84691273,0,0,,,Admin3
47063,Hamblen,Tennessee,US,,36.21990035,-83.26586179,0,0,,,Admin3
47159,Smith,Tennessee,US,,36.25359775,-85.95411046,0,0,,,Admin3
47021,Cheatham,Tennessee,US,,36.26136216,-87.08903581,0,0,,,Admin3
47057,Grainger,Tennessee,US,,36.27469206,-83.51254721,0,0,,,Admin3
47173,Union,Tennessee,US,,36.28590426,-83.83651902,0,0,,,Admin3
47083,Houston,Tennessee,US,,36.28872054,-87.71878828,0,0,,,Admin3
47019,Carter,Tennessee,US,,36.28969086,-82.12588974,0,0,,,Admin3
47179,Washington,Tennessee,US,,36.29472368,-82.4945472,0,0,,,Admin3
47183,Weakley,Tennessee,US,,36.29896232,-88.71990865,0,0,,,Admin3
47079,Henry,Tennessee,US,,36.33160906,-88.30121797,0,0,,,Admin3
47133,Overton,Tennessee,US,,36.34117832,-85.28989535,0,0,,,Admin3
47095,Lake,Tennessee,US,,36.3418017,-89.48921915,0,0,,,Admin3
47131,Obion,Tennessee,US,,36.35732446,-89.14921589,0,0,,,Admin3
47087,Jackson,Tennessee,US,,36.36380466,-85.67239905,0,0,,,Admin3
47049,Fentress,Tennessee,US,,36.38128818,-84.92870012,0,0,,,Admin3
47169,Trousdale,Tennessee,US,,36.39026213,-86.16087954,0,0,,,Admin3
47013,Campbell,Tennessee,US,,36.40355516,-84.1510856,1,0,,,Admin3
47151,Scott,Tennessee,US,,36.42325673,-84.50360494,0,0,,,Admin3
47073,Hawkins,Tennessee,US,,36.44355426,-82.94885298,0,0,,,Admin3
47091,Johnson,Tennessee,US,,36.4552395,-81.84886538,0,0,,,Admin3
47165,Sumner,Tennessee,US,,36.46824103,-86.45917204,0,0,,,Admin3
47025,Claiborne,Tennessee,US,,36.48319149,-83.65947309,0,0,,,Admin3
47125,Montgomery,Tennessee,US,,36.49609412,-87.38550661,0,0,,,Admin3
47161,Stewart,Tennessee,US,,36.50235092,-87.83920548,0,0,,,Admin3
47163,Sullivan,Tennessee,US,,36.51240691,-82.30412917,1,0,,,Admin3
47147,Robertson,Tennessee,US,,36.52454807,-86.87346725,0,0,,,Admin3
47067,Hancock,Tennessee,US,,36.52692871,-83.22375847,0,0,,,Admin3
47111,Macon,Tennessee,US,,36.53157855,-86.00778595,0,0,,,Admin3
47027,Clay,Tennessee,US,,36.55151008,-85.53930419,0,0,,,Admin3
47137,Pickett,Tennessee,US,,36.55606529,-85.077633,0,0,,,Admin3
48061,Cameron,Texas,US,,26.14524221,-97.48140372,0,0,,,Admin3
48215,Hidalgo,Texas,US,,26.39418217,-98.18299696,0,0,,,Admin3
48489,Willacy,Texas,US,,26.47411727,-97.61535848,0,0,,,Admin3
48427,Starr,Texas,US,,26.56150059,-98.73892358,0,0,,,Admin3
48261,Kenedy,Texas,US,,26.92601662,-97.66413984,0,0,,,Admin3
48505,Zapata,Texas,US,,27.00156391,-99.16987152,0,0,,,Admin3
48047,Brooks,Texas,US,,27.03103197,-98.21808402,0,0,,,Admin3
48247,Jim Hogg,Texas,US,,27.04453923,-98.6968187,0,0,,,Admin3
48273,Kleberg,Texas,US,,27.42435506,-97.69894948,0,0,,,Admin3
48131,Duval,Texas,US,,27.68184592,-98.50864568,0,0,,,Admin3
48249,Jim Wells,Texas,US,,27.73103938,-98.0904705,0,0,,,Admin3
48355,Nueces,Texas,US,,27.736286,-97.5433285,0,0,,,Admin3
48479,Webb,Texas,US,,27.7610369,-99.33237355,0,0,,,Admin3
48409,San Patricio,Texas,US,,28.00880118,-97.51763891,0,0,,,Admin3
48007,Aransas,Texas,US,,28.10556197,-96.9995047,0,0,,,Admin3
48391,Refugio,Texas,US,,28.3238976,-97.15766311,0,0,,,Admin3
48283,La Salle,Texas,US,,28.34453111,-99.09908775,0,0,,,Admin3
48297,Live Oak,Texas,US,,28.35101362,-98.1246786,0,0,,,Admin3
48311,McMullen,Texas,US,,28.35251708,-98.56769164,0,0,,,Admin3
48025,Bee,Texas,US,,28.41761668,-97.74215593,0,0,,,Admin3
48127,Dimmit,Texas,US,,28.42270064,-99.75645095,0,0,,,Admin3
48057,Calhoun,Texas,US,,28.47048236,-96.61633945,0,0,,,Admin3
48175,Goliad,Texas,US,,28.65696592,-97.42760647,0,0,,,Admin3
48323,Maverick,Texas,US,,28.7429195,-100.3157686,0,0,,,Admin3
48469,Victoria,Texas,US,,28.79780988,-96.96813006,0,0,,,Admin3
48321,Matagorda,Texas,US,,28.81955746,-96.01230294,0,0,,,Admin3
48507,Zavala,Texas,US,,28.86617238,-99.76050829,0,0,,,Admin3
48163,Frio,Texas,US,,28.86751206,-99.10804207,0,0,,,Admin3
48013,Atascosa,Texas,US,,28.89333001,-98.52730485,0,0,,,Admin3
48255,Karnes,Texas,US,,28.90705334,-97.85960149,0,0,,,Admin3
48239,Jackson,Texas,US,,28.95472367,-96.57749563,0,0,,,Admin3
48123,DeWitt,Texas,US,,29.08101855,-97.3568117,0,0,,,Admin3
48493,Wilson,Texas,US,,29.1732598,-98.08693082,0,0,,,Admin3
48039,Brazoria,Texas,US,,29.18757369,-95.44563172,2,0,,,Admin3
48481,Wharton,Texas,US,,29.27765923,-96.22319248,0,0,,,Admin3
48271,Kinney,Texas,US,,29.34967888,-100.4186638,0,0,,,Admin3
48325,Medina,Texas,US,,29.3557301,-99.11030298,0,0,,,Admin3
48463,Uvalde,Texas,US,,29.35739637,-99.76229172,0,0,,,Admin3
48285,Lavaca,Texas,US,,29.38508402,-96.93186692,1,0,,,Admin3
48167,Galveston,Texas,US,,29.40167322,-94.90469073,1,0,,,Admin3
48029,Bexar,Texas,US,,29.44928723,-98.52019748,2,0,,,Admin3
48177,Gonzales,Texas,US,,29.45634206,-97.49424032,0,0,,,Admin3
48157,Fort Bend,Texas,US,,29.52704478,-95.77219463,9,0,,,Admin3
48187,Guadalupe,Texas,US,,29.58165339,-97.94786822,0,0,,,Admin3
48089,Colorado,Texas,US,,29.622098,-96.5273805,0,0,,,Admin3
48071,Chambers,Texas,US,,29.70972016,-94.67154501,0,0,,,Admin3
48019,Bandera,Texas,US,,29.74619598,-99.24598147,0,0,,,Admin3
48091,Comal,Texas,US,,29.80811278,-98.27647225,0,0,,,Admin3
48043,Brewster,Texas,US,,29.81008251,-103.2520326,0,0,,,Admin3
48385,Real,Texas,US,,29.83321503,-99.82018052,0,0,,,Admin3
48055,Caldwell,Texas,US,,29.83668859,-97.61814775,0,0,,,Admin3
48201,Harris,Texas,US,,29.85864939,-95.39339521,11,0,,,Admin3
48149,Fayette,Texas,US,,29.87788372,-96.92076062,0,0,,,Admin3
48245,Jefferson,Texas,US,,29.8832777,-94.16434171,0,0,,,Admin3
48015,Austin,Texas,US,,29.88548725,-96.27736949,0,0,,,Admin3
48465,Val Verde,Texas,US,,29.89149232,-101.1525205,0,0,,,Admin3
48259,Kendall,Texas,US,,29.94414155,-98.7113588,0,0,,,Admin3
48137,Edwards,Texas,US,,29.98202582,-100.304252,0,0,,,Admin3
48377,Presidio,Texas,US,,29.99954402,-104.2408079,0,0,,,Admin3
48473,Waller,Texas,US,,30.01058447,-95.99011759,0,0,,,Admin3
48209,Hays,Texas,US,,30.05669873,-98.02944344,1,0,,,Admin3
48265,Kerr,Texas,US,,30.06040006,-99.34930144,0,0,,,Admin3
48021,Bastrop,Texas,US,,30.10370699,-97.31206354,0,0,,,Admin3
48361,Orange,Texas,US,,30.11879481,-93.89412775,0,0,,,Admin3
48291,Liberty,Texas,US,,30.15152688,-94.81205615,0,0,,,Admin3
48477,Washington,Texas,US,,30.21498498,-96.40946246,0,0,,,Admin3
48443,Terrell,Texas,US,,30.22429013,-102.0766732,0,0,,,Admin3
48031,Blanco,Texas,US,,30.26640707,-98.3999852,0,0,,,Admin3
48339,Montgomery,Texas,US,,30.30079133,-95.50572772,4,0,,,Admin3
48287,Lee,Texas,US,,30.31120597,-96.97045773,0,0,,,Admin3
48171,Gillespie,Texas,US,,30.31824095,-98.94676915,0,0,,,Admin3
48199,Hardin,Texas,US,,30.33364686,-94.38931817,0,0,,,Admin3
48453,Travis,Texas,US,,30.33432034,-97.7853562,3,0,,,Admin3
48267,Kimble,Texas,US,,30.48678918,-99.74856473,0,0,,,Admin3
48051,Burleson,Texas,US,,30.49273808,-96.62158484,0,0,,,Admin3
48435,Sutton,Texas,US,,30.49856623,-100.5382014,0,0,,,Admin3
48185,Grimes,Texas,US,,30.54579585,-95.98902499,0,0,,,Admin3
48407,San Jacinto,Texas,US,,30.57933681,-95.16260304,0,0,,,Admin3
48491,Williamson,Texas,US,,30.64655664,-97.6004854,0,0,,,Admin3
48041,Brazos,Texas,US,,30.6636448,-96.30205577,0,0,,,Admin3
48299,Llano,Texas,US,,30.70645047,-98.68475262,0,0,,,Admin3
48243,Jeff Davis,Texas,US,,30.71490589,-104.1399973,0,0,,,Admin3
48319,Mason,Texas,US,,30.71780434,-99.22629416,0,0,,,Admin3
48105,Crockett,Texas,US,,30.72367027,-101.4134238,0,0,,,Admin3
48471,Walker,Texas,US,,30.73872995,-95.57440968,0,0,,,Admin3
48241,Jasper,Texas,US,,30.74685667,-94.02667579,0,0,,,Admin3
48457,Tyler,Texas,US,,30.77031716,-94.37690895,0,0,,,Admin3
48371,Pecos,Texas,US,,30.78097267,-102.7241261,0,0,,,Admin3
48351,Newton,Texas,US,,30.78548982,-93.74408813,0,0,,,Admin3
48331,Milam,Texas,US,,30.7858183,-96.97718698,0,0,,,Admin3
48053,Burnet,Texas,US,,30.78801353,-98.181887,0,0,,,Admin3
48373,Polk,Texas,US,,30.79472531,-94.8276624,0,0,,,Admin3
48327,Menard,Texas,US,,30.88990665,-99.8204794,0,0,,,Admin3
48413,Schleicher,Texas,US,,30.89740592,-100.5384842,0,0,,,Admin3
48313,Madison,Texas,US,,30.96694679,-95.93003775,0,0,,,Admin3
48395,Robertson,Texas,US,,31.02539637,-96.51272246,0,0,,,Admin3
48027,Bell,Texas,US,,31.03736027,-97.4785025,1,0,,,Admin3
48455,Trinity,Texas,US,,31.0879489,-95.1367187,0,0,,,Admin3
48411,San Saba,Texas,US,,31.1577796,-98.81758731,0,0,,,Admin3
48307,McCulloch,Texas,US,,31.1925468,-99.34682807,0,0,,,Admin3
48281,Lampasas,Texas,US,,31.19531316,-98.24206613,0,0,,,Admin3
48145,Falls,Texas,US,,31.25350609,-96.93630086,0,0,,,Admin3
48005,Angelina,Texas,US,,31.25457347,-94.60901487,0,0,,,Admin3
48289,Leon,Texas,US,,31.29872538,-95.9936328,0,0,,,Admin3
48235,Irion,Texas,US,,31.30375559,-100.982439,0,0,,,Admin3
48225,Houston,Texas,US,,31.31925973,-95.42226208,0,0,,,Admin3
48389,Reeves,Texas,US,,31.32323325,-103.6903896,0,0,,,Admin3
48095,Concho,Texas,US,,31.32635934,-99.86473038,0,0,,,Admin3
48403,Sabine,Texas,US,,31.34318809,-93.85440451,0,0,,,Admin3
48383,Reagan,Texas,US,,31.36607041,-101.5232659,0,0,,,Admin3
48461,Upton,Texas,US,,31.36868194,-102.0423217,0,0,,,Admin3
48099,Coryell,Texas,US,,31.39078397,-97.79936155,0,0,,,Admin3
48405,San Augustine,Texas,US,,31.39457611,-94.17000399,0,0,,,Admin3
48451,Tom Green,Texas,US,,31.40464436,-100.462443,0,0,,,Admin3
48103,Crane,Texas,US,,31.43052248,-102.5143314,0,0,,,Admin3
48109,Culberson,Texas,US,,31.44506775,-104.5185739,0,0,,,Admin3
48229,Hudspeth,Texas,US,,31.45628381,-105.388178,0,0,,,Admin3
48333,Mills,Texas,US,,31.49557106,-98.59272068,0,0,,,Admin3
48475,Ward,Texas,US,,31.50999644,-103.0927909,0,0,,,Admin3
48293,Limestone,Texas,US,,31.5454767,-96.58095444,0,0,,,Admin3
48309,McLennan,Texas,US,,31.55255453,-97.20217694,0,0,,,Admin3
48347,Nacogdoches,Texas,US,,31.62017125,-94.61803994,0,0,,,Admin3
48161,Freestone,Texas,US,,31.70422788,-96.15072516,0,0,,,Admin3
48193,Hamilton,Texas,US,,31.70470573,-98.11083887,0,0,,,Admin3
48083,Coleman,Texas,US,,31.76736834,-99.45240766,0,0,,,Admin3
48141,El Paso,Texas,US,,31.76980765,-106.2363275,1,0,,,Admin3
48049,Brown,Texas,US,,31.77430356,-98.99907113,0,0,,,Admin3
48419,Shelby,Texas,US,,31.79211404,-94.14550696,0,0,,,Admin3
48001,Anderson,Texas,US,,31.81534745,-95.65354823,0,0,,,Admin3
48431,Sterling,Texas,US,,31.82781912,-101.0500746,0,0,,,Admin3
48399,Runnels,Texas,US,,31.8314342,-99.97616148,0,0,,,Admin3
48073,Cherokee,Texas,US,,31.837258,-95.16559897,0,0,,,Admin3
48301,Loving,Texas,US,,31.84947612,-103.5818571,0,0,,,Admin3
48495,Winkler,Texas,US,,31.85008651,-103.0485163,0,0,,,Admin3
48135,Ector,Texas,US,,31.86898877,-102.5429428,0,0,,,Admin3
48329,Midland,Texas,US,,31.86904128,-102.0315682,0,0,,,Admin3
48173,Glasscock,Texas,US,,31.86942909,-101.5207776,0,0,,,Admin3
48081,Coke,Texas,US,,31.88911733,-100.5297533,0,0,,,Admin3
48035,Bosque,Texas,US,,31.89978581,-97.63613524,0,0,,,Admin3
48093,Comanche,Texas,US,,31.94854689,-98.55876441,0,0,,,Admin3
48217,Hill,Texas,US,,31.99045053,-97.13423143,0,0,,,Admin3
48349,Navarro,Texas,US,,32.04620681,-96.47428766,0,0,,,Admin3
48401,Rusk,Texas,US,,32.10773545,-94.76176432,0,0,,,Admin3
48365,Panola,Texas,US,,32.1639596,-94.30552481,0,0,,,Admin3
48213,Henderson,Texas,US,,32.21128872,-95.85846587,0,0,,,Admin3
48425,Somervell,Texas,US,,32.22236802,-97.77403489,0,0,,,Admin3
48143,Erath,Texas,US,,32.23602653,-98.21773417,0,0,,,Admin3
48059,Callahan,Texas,US,,32.29760619,-99.37326312,0,0,,,Admin3
48441,Taylor,Texas,US,,32.30163422,-99.89007449,0,0,,,Admin3
48353,Nolan,Texas,US,,32.30365282,-100.4060208,0,0,,,Admin3
48003,Andrews,Texas,US,,32.30468633,-102.6376548,0,0,,,Admin3
48317,Martin,Texas,US,,32.30600051,-101.9513518,0,0,,,Admin3
48227,Howard,Texas,US,,32.30621324,-101.4356444,0,0,,,Admin3
48335,Mitchell,Texas,US,,32.30623474,-100.9212058,0,0,,,Admin3
48133,Eastland,Texas,US,,32.32743996,-98.83243566,0,0,,,Admin3
48139,Ellis,Texas,US,,32.34894117,-96.79371841,0,0,,,Admin3
48423,Smith,Texas,US,,32.37474036,-95.2717568,4,0,,,Admin3
48251,Johnson,Texas,US,,32.37877812,-97.36615819,0,0,,,Admin3
48221,Hood,Texas,US,,32.42990927,-97.83242024,0,0,,,Admin3
48183,Gregg,Texas,US,,32.47940482,-94.81591935,1,0,,,Admin3
48203,Harrison,Texas,US,,32.54935988,-94.36934071,0,0,,,Admin3
48467,Van Zandt,Texas,US,,32.56483801,-95.83766469,0,0,,,Admin3
48257,Kaufman,Texas,US,,32.5991417,-96.28734728,0,0,,,Admin3
48429,Stephens,Texas,US,,32.73553157,-98.83631615,0,0,,,Admin3
48417,Shackelford,Texas,US,,32.73587756,-99.35401337,0,0,,,Admin3
48459,Upshur,Texas,US,,32.73706798,-94.93999853,0,0,,,Admin3
48253,Jones,Texas,US,,32.73997145,-99.87861576,0,0,,,Admin3
48165,Gaines,Texas,US,,32.74055318,-102.6353295,0,0,,,Admin3
48115,Dawson,Texas,US,,32.74255572,-101.9477242,0,0,,,Admin3
48151,Fisher,Texas,US,,32.74281316,-100.4019302,0,0,,,Admin3
48033,Borden,Texas,US,,32.74363984,-101.4316509,0,0,,,Admin3
48415,Scurry,Texas,US,,32.74613808,-100.9162664,0,0,,,Admin3
48363,Palo Pinto,Texas,US,,32.75310985,-98.31319001,0,0,,,Admin3
48113,Dallas,Texas,US,,32.76670599,-96.7779605,11,0,,,Admin3
48439,Tarrant,Texas,US,,32.77143818,-97.29101614,4,0,,,Admin3
48367,Parker,Texas,US,,32.77757172,-97.80500621,0,0,,,Admin3
48499,Wood,Texas,US,,32.78722382,-95.38236368,0,0,,,Admin3
48315,Marion,Texas,US,,32.79868409,-94.3566123,0,0,,,Admin3
48379,Rains,Texas,US,,32.87109387,-95.79232691,0,0,,,Admin3
48397,Rockwall,Texas,US,,32.89779518,-96.40771592,0,0,,,Admin3
48063,Camp,Texas,US,,32.97195142,-94.97790104,0,0,,,Admin3
48067,Cass,Texas,US,,33.07499881,-94.34646905,0,0,,,Admin3
48343,Morris,Texas,US,,33.11304005,-94.73255695,0,0,,,Admin3
48231,Hunt,Texas,US,,33.12351514,-96.08551032,0,0,,,Admin3
48223,Hopkins,Texas,US,,33.14875072,-95.56351139,0,0,,,Admin3
48501,Yoakum,Texas,US,,33.17320212,-102.8276433,0,0,,,Admin3
48445,Terry,Texas,US,,33.17402785,-102.3354521,0,0,,,Admin3
48159,Franklin,Texas,US,,33.17653242,-95.21917243,0,0,,,Admin3
48305,Lynn,Texas,US,,33.17657705,-101.8162849,0,0,,,Admin3
48503,Young,Texas,US,,33.17659707,-98.68790885,0,0,,,Admin3
48447,Throckmorton,Texas,US,,33.17751417,-99.21226795,0,0,,,Admin3
48207,Haskell,Texas,US,,33.17823584,-99.73037358,0,0,,,Admin3
48433,Stonewall,Texas,US,,33.17906744,-100.2538401,0,0,,,Admin3
48169,Garza,Texas,US,,33.17969345,-101.2984114,0,0,,,Admin3
48263,Kent,Texas,US,,33.18104136,-100.7780939,0,0,,,Admin3
48085,Collin,Texas,US,,33.18820114,-96.57264368,7,0,,,Admin3
48121,Denton,Texas,US,,33.20521901,-97.11691153,0,0,,,Admin3
48449,Titus,Texas,US,,33.21339719,-94.96797273,0,0,,,Admin3
48497,Wise,Texas,US,,33.21570665,-97.65460265,0,0,,,Admin3
48237,Jack,Texas,US,,33.23377248,-98.17283469,0,0,,,Admin3
48119,Delta,Texas,US,,33.38570922,-95.66921122,0,0,,,Admin3
48037,Bowie,Texas,US,,33.44626922,-94.41834132,0,0,,,Admin3
48147,Fannin,Texas,US,,33.59564294,-96.10751083,0,0,,,Admin3
48079,Cochran,Texas,US,,33.60425307,-102.8284499,0,0,,,Admin3
48275,Knox,Texas,US,,33.60519951,-99.7422906,0,0,,,Admin3
48219,Hockley,Texas,US,,33.60771256,-102.3431676,0,0,,,Admin3
48303,Lubbock,Texas,US,,33.61008596,-101.8204789,0,0,,,Admin3
48107,Crosby,Texas,US,,33.61431553,-101.3000364,0,0,,,Admin3
48009,Archer,Texas,US,,33.61569967,-98.68754589,0,0,,,Admin3
48125,Dickens,Texas,US,,33.61616822,-100.7788855,0,0,,,Admin3
48023,Baylor,Texas,US,,33.61640794,-99.21352901,0,0,,,Admin3
48269,King,Texas,US,,33.61643847,-100.2558057,0,0,,,Admin3
48387,Red River,Texas,US,,33.61886692,-95.04841765,0,0,,,Admin3
48181,Grayson,Texas,US,,33.62744998,-96.67753461,0,0,,,Admin3
48097,Cooke,Texas,US,,33.63979567,-97.21240912,0,0,,,Admin3
48277,Lamar,Texas,US,,33.66981763,-95.57404777,0,0,,,Admin3
48337,Montague,Texas,US,,33.67521893,-97.72500958,0,0,,,Admin3
48077,Clay,Texas,US,,33.78686685,-98.20771198,0,0,,,Admin3
48155,Foard,Texas,US,,33.97308618,-99.7767797,0,0,,,Admin3
48485,Wichita,Texas,US,,33.98842886,-98.7041034,0,0,,,Admin3
48017,Bailey,Texas,US,,34.06854817,-102.8299707,0,0,,,Admin3
48279,Lamb,Texas,US,,34.06859623,-102.3516289,0,0,,,Admin3
48189,Hale,Texas,US,,34.07044901,-101.8268114,0,0,,,Admin3
48153,Floyd,Texas,US,,34.07227468,-101.3031546,0,0,,,Admin3
48345,Motley,Texas,US,,34.07408766,-100.779722,0,0,,,Admin3
48101,Cottle,Texas,US,,34.07783319,-100.2785062,0,0,,,Admin3
48487,Wilbarger,Texas,US,,34.07945812,-99.24178437,0,0,,,Admin3
48197,Hardeman,Texas,US,,34.28944521,-99.74632408,0,0,,,Admin3
48075,Childress,Texas,US,,34.5293041,-100.2077916,0,0,,,Admin3
48369,Parmer,Texas,US,,34.52993409,-102.7844668,0,0,,,Admin3
48069,Castro,Texas,US,,34.53016752,-102.2617243,0,0,,,Admin3
48045,Briscoe,Texas,US,,34.53026962,-101.2084947,0,0,,,Admin3
48437,Swisher,Texas,US,,34.53028891,-101.7349174,0,0,,,Admin3
48191,Hall,Texas,US,,34.5307555,-100.6813852,0,0,,,Admin3
48087,Collingsworth,Texas,US,,34.96489496,-100.2700111,0,0,,,Admin3
48011,Armstrong,Texas,US,,34.96507426,-101.3574874,0,0,,,Admin3
48129,Donley,Texas,US,,34.96517499,-100.8140093,0,0,,,Admin3
48117,Deaf Smith,Texas,US,,34.96522957,-102.6054267,0,0,,,Admin3
48381,Randall,Texas,US,,34.96585996,-101.8971322,0,0,,,Admin3
48179,Gray,Texas,US,,35.40081878,-100.8129222,0,0,,,Admin3
48483,Wheeler,Texas,US,,35.40114335,-100.2699514,0,0,,,Admin3
48375,Potter,Texas,US,,35.40133773,-101.893964,0,0,,,Admin3
48065,Carson,Texas,US,,35.40365929,-101.3542669,0,0,,,Admin3
48359,Oldham,Texas,US,,35.40425596,-102.6027606,0,0,,,Admin3
48211,Hemphill,Texas,US,,35.83764858,-100.2703577,0,0,,,Admin3
48341,Moore,Texas,US,,35.83769242,-101.8930281,0,0,,,Admin3
48393,Roberts,Texas,US,,35.83809685,-100.813175,0,0,,,Admin3
48233,Hutchinson,Texas,US,,35.84006574,-101.3546643,0,0,,,Admin3
48205,Hartley,Texas,US,,35.84008013,-102.6029022,0,0,,,Admin3
48195,Hansford,Texas,US,,36.27743284,-101.3545796,0,0,,,Admin3
48421,Sherman,Texas,US,,36.27751473,-101.8933156,0,0,,,Admin3
48295,Lipscomb,Texas,US,,36.27783108,-100.2733151,0,0,,,Admin3
48111,Dallam,Texas,US,,36.27787176,-102.6020725,0,0,,,Admin3
48357,Ochiltree,Texas,US,,36.27829105,-100.8158184,0,0,,,Admin3
